COMMUNICATION,QUALITY,PRICING,RESPECTING DEADLINES,ACCESIBILITY,MEETING EXPECTATIONS,EFFECTIVITY,CLASS
3,3,2,7,5,2,64.7048,1
4,9,2,6,1,4,76.4698,1
2,1,4,4,5,1,49.999,0
2,8,4,3,4,2,67.64489999999999,1
2,4,2,7,3,3,61.76339999999999,1
3,5,1,2,2,3,47.0594,0
3,7,1,5,4,3,67.6461,1
1,10,1,1,5,4,64.7045,1
1,3,2,7,3,3,55.880799999999994,0
2,1,1,1,5,4,41.1781,0
4,5,4,1,1,2,50.000499999999995,0
3,9,3,5,4,3,79.4099,1
4,8,1,3,2,3,61.76469999999999,1
2,9,2,3,2,4,64.7048,1
4,9,3,3,4,3,76.46979999999999,1
2,9,3,3,3,3,67.6453,1
4,6,3,5,1,3,64.7056,1
3,9,3,7,3,2,79.409,1
1,10,2,1,5,2,61.762299999999996,1
4,7,2,6,1,2,64.70479999999999,1
1,1,1,6,1,4,41.176500000000004,0
2,8,4,4,3,2,67.6447,1
2,3,3,5,5,4,64.7055,1
1,8,1,6,1,3,58.821200000000005,0
3,2,1,2,5,4,50.001599999999996,0
2,6,3,7,3,4,73.52780000000001,1
3,5,3,3,3,2,55.8818,0
1,5,1,6,4,3,58.82180000000001,0
1,8,4,4,4,1,64.7025,1
3,9,1,1,3,3,58.8232,0
3,8,1,1,1,1,44.1169,0
3,1,3,5,2,3,50.00049999999999,0
3,2,3,4,5,3,58.82379999999999,0
2,9,2,2,1,3,55.88119999999999,0
2,4,4,7,2,3,64.70429999999999,1
2,7,3,6,4,4,76.4689,1
2,1,1,7,3,1,44.11650000000001,0
1,7,4,6,3,3,70.5855,1
3,10,4,4,3,1,73.52659999999999,1
1,6,3,1,4,3,52.940200000000004,0
3,3,3,3,1,3,47.0594,0
2,1,4,1,5,2,44.117900000000006,0
4,8,2,2,3,3,64.70589999999999,1
1,6,4,1,4,3,55.88120000000001,0
3,4,1,3,1,4,47.0599,0
2,6,3,1,1,4,50.00020000000001,0
3,7,1,1,3,2,49.99980000000001,0
3,5,3,6,5,1,67.64509999999999,1
4,7,2,3,3,2,61.764300000000006,1
4,3,1,5,5,2,58.8237,0
1,4,3,2,5,1,47.0572,0
4,6,1,1,2,1,44.1179,0
3,9,1,5,4,2,70.5863,1
2,5,4,3,1,4,55.882099999999994,0
1,7,4,6,1,2,61.761700000000005,1
1,7,1,1,2,4,47.058499999999995,0
2,5,4,5,3,4,67.6461,1
2,2,3,7,2,3,55.8815,0
1,8,4,5,5,3,76.4677,1
4,1,3,3,4,4,55.88420000000001,0
4,9,4,3,2,4,76.47019999999999,1
3,5,4,4,1,4,61.76469999999999,1
2,10,1,4,1,2,58.8213,0
3,9,4,3,5,2,76.4686,1
3,4,2,3,5,2,55.88210000000001,0
2,1,2,6,4,1,47.057700000000004,0
1,8,3,4,4,1,61.7615,1
1,2,3,4,2,4,47.0587,0
2,10,2,5,1,2,64.7032,1
1,4,1,2,2,3,38.2351,0
1,6,4,7,2,4,70.586,1
4,6,3,1,2,1,49.999900000000004,0
3,7,4,2,3,3,64.7053,1
4,5,4,2,5,1,61.764199999999995,1
3,3,1,5,2,4,52.941900000000004,0
2,3,3,1,5,1,44.1171,0
4,2,3,4,4,1,52.94120000000001,0
4,5,3,7,1,3,67.6465,1
3,6,1,5,3,1,55.880900000000004,0
1,6,2,3,5,3,58.822100000000006,0
3,7,1,2,2,1,47.058,0
4,5,4,5,3,4,73.5295,1
3,9,1,1,4,4,64.7059,1
4,2,1,6,2,4,55.8836,0
4,4,3,4,3,2,58.82350000000001,0
1,8,3,6,3,4,73.527,1
2,2,3,1,1,3,35.295,0
4,9,1,6,2,1,67.6451,1
3,5,3,5,2,3,61.764099999999985,1
1,4,4,2,4,1,47.057100000000005,0
2,8,4,2,1,3,58.8223,0
1,9,1,6,2,2,61.7616,1
4,2,4,1,3,4,52.943200000000004,0
4,5,2,4,2,4,61.7655,1
3,8,2,2,5,4,70.588,1
3,6,1,4,1,3,52.941,0
4,6,1,6,5,4,76.47050000000002,1
1,3,1,2,1,1,26.469900000000003,0
3,6,2,1,2,3,50.0004,0
4,10,3,4,1,1,67.6451,1
4,10,1,6,5,2,82.35090000000001,1
4,5,4,3,1,4,61.76549999999999,1
3,5,2,4,5,1,58.822300000000006,0
3,3,4,6,1,2,55.8815,0
4,3,3,5,3,4,64.70670000000001,1
1,5,4,2,5,2,55.880700000000004,0
4,10,4,1,5,4,82.3526,1
1,5,2,5,3,2,52.9392,0
1,6,4,2,2,1,47.0567,0
1,4,3,4,2,4,52.9405,0
3,3,2,1,5,1,44.1178,0
1,8,3,4,5,1,64.70259999999999,1
2,4,1,3,2,4,47.05929999999999,0
2,7,4,6,3,4,76.4688,1
4,3,1,5,5,3,61.765299999999996,1
3,4,4,5,5,4,73.5291,1
1,5,1,7,5,2,61.76220000000001,1
1,2,3,1,4,1,35.2934,0
2,2,3,6,1,4,52.941100000000006,0
3,9,2,7,5,4,88.2334,1
2,9,3,7,5,1,79.4079,1
3,3,1,5,3,3,52.9414,0
4,8,1,5,3,4,73.5292,1
4,7,2,3,4,3,67.647,1
3,5,3,6,3,2,64.7045,1
3,9,2,3,4,1,64.7039,1
3,1,2,3,3,3,44.11879999999999,0
4,2,4,4,5,1,58.8233,0
3,4,3,2,2,2,47.0589,0
4,4,1,4,3,4,58.82470000000001,0
1,10,4,2,2,1,58.820299999999996,0
1,4,2,2,2,4,44.1177,0
4,9,4,1,2,3,67.64679999999998,1
3,10,1,2,3,3,64.705,1
4,4,2,5,3,1,55.881800000000005,0
4,2,3,7,3,3,64.706,1
4,8,2,2,4,1,61.763799999999996,1
3,3,1,3,2,2,41.1769,0
3,2,3,2,1,3,41.1776,0
4,9,4,2,2,3,70.58769999999998,1
4,6,3,2,4,4,67.6478,1
2,8,2,6,4,2,70.5856,1
3,4,1,7,4,2,61.763600000000004,1
1,9,3,3,2,2,58.820899999999995,0
1,10,1,7,1,2,64.7023,1
3,4,1,3,5,2,52.941100000000006,0
4,4,3,6,2,1,58.8226,0
3,5,1,1,3,1,41.176399999999994,0
3,4,2,4,1,1,44.117000000000004,0
4,3,3,5,5,1,61.764100000000006,1
2,6,1,2,2,1,41.1754,0
3,9,2,6,3,3,76.4687,1
3,9,2,1,5,2,64.70479999999999,1
3,2,4,2,3,3,50.0008,0
2,7,2,2,4,1,52.9395,0
3,8,4,6,1,3,73.52759999999999,1
2,1,2,1,2,3,32.354200000000006,0
1,4,3,6,3,1,52.9386,0
2,3,4,6,4,4,67.64630000000001,1
4,5,2,1,4,3,55.883399999999995,0
3,5,3,5,5,4,73.529,1
2,7,4,2,1,3,55.8814,0
4,3,3,5,1,2,52.941300000000005,0
1,9,2,5,4,4,73.5271,1
4,10,3,1,1,4,67.6472,1
4,7,1,7,1,3,67.6463,1
2,8,2,2,2,3,55.8814,0
4,4,1,6,2,3,58.82379999999999,0
2,6,3,5,4,4,70.5871,1
1,1,1,5,4,4,47.058899999999994,0
1,3,1,4,4,1,41.175000000000004,0
4,9,4,7,2,2,82.35059999999999,1
1,6,1,7,2,4,61.763000000000005,1
2,2,2,3,2,3,41.1769,0
4,5,4,2,5,1,61.764199999999995,1
4,7,3,5,2,3,70.5876,1
3,2,2,6,2,2,49.999700000000004,0
1,1,1,5,2,1,32.3519,0
4,2,2,5,5,2,58.823800000000006,0
1,7,2,7,2,2,61.761700000000005,1
4,3,2,7,2,2,58.8232,0
1,6,3,1,2,1,41.174800000000005,0
3,3,3,3,1,1,41.1762,0
4,3,1,2,4,4,52.9431,0
4,1,1,6,4,3,55.883300000000006,0
4,3,1,4,5,2,55.8828,0
2,8,4,5,4,4,79.4099,1
3,7,2,7,4,2,73.5273,1
3,7,3,6,4,3,76.469,1
4,9,4,7,1,2,79.4095,1
2,9,3,2,4,1,61.7623,1
3,2,2,1,1,1,29.412499999999998,0
3,10,3,6,2,2,76.4679,1
1,1,3,5,4,4,52.9409,0
1,5,4,2,1,1,41.1747,0
2,8,2,6,5,2,73.5267,1
4,8,3,2,4,3,70.588,1
4,7,3,4,4,1,67.64569999999999,1
1,3,2,5,3,3,49.998999999999995,0
1,2,4,5,1,1,41.1747,0
4,9,4,1,2,1,61.76359999999999,1
2,2,2,5,1,2,41.175999999999995,0
1,7,4,4,2,3,61.76259999999999,1
1,10,1,3,5,3,67.6447,1
2,4,4,2,5,4,61.764700000000005,1
1,7,2,4,4,4,64.7044,1
2,1,1,7,3,4,52.94130000000001,0
4,5,3,6,1,3,64.7056,1
4,10,1,2,5,3,73.5289,1
1,6,1,1,3,3,44.11709999999999,0
3,1,2,7,1,2,47.0586,0
2,9,4,1,4,2,64.704,1
4,8,2,1,2,3,58.823899999999995,0
1,1,4,7,5,2,58.821600000000004,0
2,1,2,7,5,1,52.9397,0
3,10,4,1,3,4,73.5287,1
3,8,4,2,3,1,61.763,1
3,2,3,4,3,4,55.8832,0
2,1,1,2,4,2,35.294700000000006,0
4,4,3,1,3,2,50.0008,0
2,7,3,6,3,1,64.703,1
1,4,1,3,1,1,32.3517,0
1,10,3,6,5,4,85.291,1
4,2,2,5,2,2,50.0005,0
4,5,3,7,1,3,67.6465,1
1,10,2,6,2,4,73.52669999999999,1
4,3,4,6,5,2,70.5876,1
1,2,4,6,3,3,55.881,0
1,5,3,1,4,3,49.999300000000005,0
1,7,1,5,5,1,58.820600000000006,0
1,7,3,4,3,1,55.8795,0
3,10,4,4,4,1,76.46769999999998,1
1,1,1,1,2,4,29.4131,0
4,6,1,3,3,4,61.765600000000006,1
3,7,3,7,3,2,73.52720000000001,1
3,4,4,3,3,2,55.8819,0
1,9,1,2,3,4,58.8223,0
3,1,4,1,5,4,52.942800000000005,0
2,2,2,6,1,1,41.1753,0
4,10,2,1,4,4,73.5295,1
1,2,2,5,3,2,44.1165,0
3,5,1,4,5,1,55.8813,0
4,10,3,7,5,3,94.1154,1
2,10,2,6,2,2,70.5852,1
2,1,1,3,4,4,44.11880000000001,0
3,7,1,6,4,4,73.52860000000001,1
2,3,3,3,4,3,52.941,0
2,8,2,2,4,3,61.7636,1
4,5,3,1,3,2,52.9417,0
1,3,2,7,2,4,55.881299999999996,0
2,10,2,6,2,1,67.64359999999999,1
3,10,4,7,5,1,88.23149999999998,1
3,1,1,4,2,1,35.294399999999996,0
2,8,2,6,3,3,70.5861,1
3,6,3,2,2,1,49.9991,0
1,10,3,1,5,2,64.7033,1
1,5,3,2,4,1,47.057,0
2,10,4,3,1,2,64.70339999999999,1
4,10,3,3,5,1,76.4686,1
4,9,2,2,4,1,64.70469999999999,1
4,8,1,5,5,3,76.46979999999999,1
1,8,3,2,5,1,58.8208,0
2,8,1,2,5,3,61.7637,1
3,5,3,5,4,3,67.6463,1
2,10,4,1,3,2,64.7038,1
3,9,4,7,3,2,82.35,1
1,4,2,4,1,4,47.05839999999999,0
1,6,3,5,1,2,52.938900000000004,0
1,2,4,1,3,2,38.234899999999996,0
2,1,2,2,1,4,35.2956,0
3,8,4,2,3,1,61.763,1
2,10,2,2,3,4,67.6459,1
3,6,2,6,1,4,64.7054,1
2,2,1,6,2,1,41.1754,0
3,1,3,4,2,2,44.117999999999995,0
4,1,3,2,2,2,41.1779,0
2,5,2,3,3,2,49.9991,0
1,6,2,2,3,3,49.998999999999995,0
2,10,2,3,5,1,67.6442,1
4,9,1,7,5,2,82.35090000000001,1
3,8,4,1,2,3,61.76419999999999,1
4,7,3,4,2,3,67.6467,1
3,1,3,3,3,4,50.001400000000004,0
4,10,2,6,1,1,70.5859,1
2,7,1,6,3,4,67.64580000000001,1
3,3,4,3,5,2,58.8232,0
3,4,2,6,4,4,67.6469,1
2,5,3,7,4,3,70.5864,1
2,6,1,6,3,1,55.880100000000006,0
2,3,4,7,1,4,61.76390000000001,1
1,9,2,6,1,1,58.819900000000004,0
3,10,1,6,4,4,82.35130000000001,1
3,6,3,5,5,4,76.46990000000001,1
2,1,2,7,5,4,61.7645,1
2,1,2,4,2,4,44.1185,0
4,4,4,4,5,4,73.5299,1
2,10,3,2,5,2,70.5859,1
4,9,4,3,5,1,76.46869999999998,1
1,2,1,4,3,2,38.2346,0
1,6,3,6,4,2,64.7031,1
4,8,1,7,5,4,85.29320000000001,1
4,7,3,7,3,3,79.4105,1
2,10,2,6,1,2,67.6441,1
3,8,3,2,5,1,64.7042,1
1,1,2,1,1,4,29.413,0
4,10,2,7,5,1,85.29119999999999,1
3,9,1,1,2,1,49.9989,0
4,10,3,2,5,3,79.41089999999998,1
2,3,3,2,3,3,47.059,0
2,7,3,3,4,2,61.76300000000001,1
4,6,3,1,3,4,61.76580000000001,1
1,6,2,1,3,2,44.1165,0
4,2,4,7,3,1,61.76380000000001,1
3,4,3,2,2,4,52.942099999999996,0
1,4,4,1,2,1,38.234,0
3,7,2,6,3,3,70.5869,1
4,5,4,6,1,3,67.64659999999999,1
4,5,3,6,5,1,70.5868,1
2,10,3,3,1,4,67.6456,1
1,10,2,7,2,4,76.4676,1
2,6,2,6,2,1,55.88,0
1,6,4,2,5,3,61.7632,1
1,6,3,7,5,1,67.6435,1
4,8,3,6,4,3,82.35159999999999,1
3,2,3,6,4,4,64.7061,1
2,10,3,5,1,2,67.6442,1
1,7,3,1,1,2,44.1162,0
2,10,1,1,1,1,47.057,0
1,6,2,4,5,2,58.82140000000001,0
3,4,3,2,3,4,55.8832,0
2,6,2,3,4,2,55.88110000000001,0
2,7,1,3,1,4,52.9409,0
4,6,4,3,5,1,67.646,1
2,5,2,3,3,2,49.9991,0
1,1,3,1,4,2,35.2941,0
3,6,4,2,3,1,55.8812,0
1,5,2,2,2,3,44.11699999999999,0
2,3,1,3,2,1,35.293600000000005,0
4,9,4,5,5,1,82.35049999999998,1
1,5,3,3,3,3,52.94,0
1,6,2,2,1,3,44.1168,0
2,4,4,1,2,2,44.1173,0
2,6,2,1,2,1,41.1755,0
3,5,2,2,4,3,55.8826,0
1,6,3,5,2,1,52.9384,0
2,5,4,3,2,4,58.8232,0
1,5,1,6,3,4,58.82230000000001,0
1,8,1,1,1,3,44.116699999999994,0
3,1,4,6,3,2,55.8819,0
4,3,2,6,4,1,58.822900000000004,0
4,6,2,6,3,4,73.5293,1
2,10,2,7,4,2,79.4083,1
1,2,2,7,5,4,61.7637,1
2,10,4,7,5,2,88.2314,1
3,3,4,6,2,2,58.8226,0
1,5,4,5,4,3,64.7039,1
1,6,2,1,2,1,38.2338,0
2,2,3,2,3,3,44.1181,0
2,8,1,7,3,2,67.6444,1
3,7,4,2,5,4,73.5291,1
1,8,1,5,5,4,70.58630000000001,1
1,5,1,6,2,2,49.998000000000005,0
1,4,4,3,3,2,49.99850000000001,0
2,5,1,4,3,1,47.057399999999994,0
3,6,3,1,5,1,55.8815,0
3,4,4,6,2,2,61.7635,1
2,3,4,4,4,1,52.9397,0
1,2,3,3,4,3,47.058400000000006,0
4,8,3,1,3,4,67.6476,1
4,3,2,4,4,3,58.82430000000001,0
4,2,1,1,1,3,35.2964,0
1,2,4,6,4,2,55.880500000000005,0
1,9,1,2,4,2,55.8802,0
3,6,4,7,4,1,73.5268,1
3,8,4,3,2,3,67.64599999999999,1
2,2,1,1,4,3,38.2363,0
3,7,3,6,3,2,70.58630000000001,1
1,6,4,4,4,2,61.7623,1
2,8,4,6,2,2,70.5854,1
2,8,2,4,5,1,64.7033,1
4,7,2,6,3,4,76.4702,1
4,4,4,7,2,3,70.5877,1
2,7,4,4,1,1,55.879999999999995,0
1,7,2,2,3,4,55.8815,0
1,5,2,1,2,3,41.17609999999999,0
3,5,1,1,4,2,47.0591,0
2,10,2,7,1,4,76.46820000000001,1
3,2,3,3,3,3,50.000699999999995,0
4,5,4,6,3,1,67.64559999999999,1
2,2,2,6,3,2,49.9991,0
1,10,3,6,4,2,76.4667,1
3,1,3,7,1,3,52.941199999999995,0
2,6,3,4,2,3,58.8224,0
4,8,2,7,1,1,67.645,1
2,4,4,3,4,3,58.822900000000004,0
2,3,3,5,2,3,52.94059999999999,0
1,2,3,5,5,3,55.881299999999996,0
2,9,4,3,3,4,73.5279,1
1,6,2,6,2,1,52.938300000000005,0
1,3,2,6,2,3,49.9988,0
3,2,3,5,4,3,58.8236,0
1,1,4,3,3,1,38.2342,0
3,2,4,4,3,3,55.8826,0
4,5,2,7,5,4,79.4115,1
1,8,4,3,1,4,61.763099999999994,1
2,7,4,4,5,3,73.52759999999999,1
4,6,1,1,4,3,55.883300000000006,0
3,9,4,6,3,1,76.46749999999999,1
3,5,1,6,5,3,67.6463,1
1,6,3,6,3,2,61.762000000000015,1
1,1,1,1,1,4,26.472,0
3,7,1,4,3,3,61.7641,1
1,10,4,7,5,4,91.1729,1
4,9,2,6,1,2,70.5866,1
3,9,2,5,1,2,64.704,1
3,1,2,6,1,1,41.1761,0
3,6,1,3,4,4,61.765,1
4,8,4,1,5,1,67.64599999999999,1
2,5,4,3,2,3,55.88159999999999,0
4,1,1,1,5,4,47.061499999999995,0
4,7,3,7,2,3,76.4694,1
4,1,1,5,2,4,50.0018,0
2,2,2,5,3,3,49.99979999999999,0
3,6,1,5,5,3,67.6463,1
2,9,1,2,4,1,55.880300000000005,0
2,9,3,6,1,2,67.6442,1
1,9,4,7,5,3,85.29039999999999,1
1,9,2,5,3,3,67.6444,1
1,3,3,7,1,1,47.056400000000004,0
1,2,1,7,3,4,52.9405,0
1,1,2,7,3,1,44.1158,0
2,9,1,5,4,4,73.5278,1
4,4,3,5,2,4,64.7065,1
3,5,1,1,5,2,50.0002,0
3,6,4,7,5,2,79.4095,1
1,5,4,1,5,1,49.998200000000004,0
2,8,1,2,3,4,58.82310000000001,0
2,8,3,2,5,4,70.5873,1
4,3,2,1,1,1,35.2951,0
3,8,3,2,2,3,61.7641,1
1,6,4,1,2,4,52.9406,0
4,9,3,4,3,2,73.528,1
4,10,1,4,5,1,73.52749999999999,1
2,8,3,2,1,3,55.881299999999996,0
4,2,1,7,5,4,67.6478,1
3,1,3,4,1,1,38.235299999999995,0
1,7,1,4,3,4,58.82230000000001,0
3,2,1,5,3,2,47.05890000000001,0
1,7,4,2,2,4,58.8224,0
1,3,1,3,5,3,47.058400000000006,0
1,1,1,5,1,2,32.352399999999996,0
2,10,2,2,1,3,58.82209999999999,0
2,10,3,4,3,1,67.6439,1
3,6,4,2,2,4,61.7649,1
3,1,3,5,5,2,55.8822,0
2,10,3,3,1,3,64.70400000000001,1
3,5,3,4,1,1,49.99889999999999,0
4,6,2,5,4,2,67.6463,1
1,6,2,1,4,4,52.94080000000001,0
2,7,4,7,2,3,73.527,1
4,9,1,1,5,1,61.7639,1
2,5,3,1,4,3,52.941,0
3,7,2,3,5,1,61.763200000000005,1
2,9,3,2,5,4,73.5282,1
4,7,2,1,5,4,67.64789999999999,1
3,9,1,4,2,3,64.70479999999999,1
3,10,3,6,2,4,82.3511,1
1,5,2,3,4,3,52.9401,0
2,1,4,1,5,2,44.117900000000006,0
3,10,4,6,5,3,91.17379999999999,1
2,9,1,5,1,1,55.8797,0
4,7,1,5,5,3,73.5289,1
1,10,4,1,2,1,55.8794,0
3,4,4,5,3,2,61.7637,1
3,6,1,5,1,1,49.9987,0
2,6,3,5,2,2,58.82170000000001,0
1,5,3,4,4,3,58.822,0
1,3,2,6,3,1,47.0567,0
3,2,4,5,5,1,58.8225,0
3,2,3,1,1,3,38.2367,0
2,3,3,7,5,3,67.6457,1
4,1,1,4,5,1,47.059400000000004,0
3,7,3,5,2,2,64.7043,1
1,6,1,2,2,3,44.1169,0
1,4,4,7,2,1,55.8794,0
1,3,4,7,2,2,55.8801,0
2,3,4,1,3,4,50.00070000000001,0
4,10,4,3,3,4,82.3522,1
2,4,4,1,2,3,47.058899999999994,0
2,2,4,7,3,4,64.7052,1
4,4,1,5,4,4,64.7067,1
1,6,4,3,5,1,58.8209,0
2,2,3,3,3,1,41.1758,0
2,10,4,4,2,3,73.52699999999999,1
2,6,4,2,3,3,58.8227,0
3,4,4,6,2,2,61.7635,1
1,2,2,3,3,1,35.2931,0
2,9,3,2,3,3,64.70439999999999,1
4,4,4,6,5,3,76.47009999999999,1
4,2,3,4,5,2,58.82390000000001,0
4,3,2,7,2,3,61.764799999999994,1
4,4,3,7,3,3,70.5878,1
4,8,4,3,1,1,61.76339999999999,1
1,1,1,3,4,1,32.3523,0
1,3,2,1,2,4,38.2359,0
1,5,2,2,1,4,44.11749999999999,0
3,5,3,1,2,2,47.058899999999994,0
3,10,3,1,5,1,67.64509999999999,1
4,8,3,2,2,3,64.7058,1
2,4,2,7,3,1,55.880199999999995,0
3,5,1,1,4,2,47.0591,0
2,8,4,6,3,4,79.4097,1
2,4,4,7,4,4,73.5281,1
1,6,1,3,5,1,49.99790000000001,0
4,4,4,5,5,2,70.5876,1
2,4,3,7,1,4,61.7638,1
4,6,1,2,3,2,52.941500000000005,0
4,3,4,1,4,3,55.8836,0
1,3,4,5,1,1,44.1156,0
4,7,4,7,4,4,88.23419999999999,1
4,2,3,2,5,4,58.8253,0
2,5,1,1,5,4,52.9417,0
2,2,2,2,2,4,41.1776,0
1,8,2,5,3,2,61.76190000000001,1
1,9,1,1,3,3,52.93979999999999,0
3,1,2,5,2,4,50.001099999999994,0
4,9,1,6,1,3,70.5872,1
1,1,2,5,3,2,41.1756,0
1,7,4,6,5,3,76.4677,1
3,4,3,2,2,1,44.1173,0
1,8,2,3,2,3,55.8806,0
2,5,1,4,2,2,47.0579,0
2,9,4,7,1,1,70.58449999999999,1
4,4,1,4,5,3,61.765299999999996,1
1,3,3,4,1,1,38.2337,0
2,1,4,5,1,4,50.000299999999996,0
3,7,2,2,2,3,55.8822,0
1,4,2,1,1,4,38.235699999999994,0
3,1,2,6,2,4,52.94199999999999,0
3,5,4,7,2,3,70.5869,1
4,3,2,7,4,3,67.647,1
1,8,1,4,4,4,64.7043,1
2,10,3,7,5,1,82.3488,1
4,6,3,7,2,3,73.52850000000001,1
3,6,2,6,3,3,67.646,1
4,6,3,6,5,2,76.46930000000002,1
1,6,4,5,5,3,70.5859,1
2,4,4,7,5,4,76.4692,1
4,8,3,6,1,1,67.6451,1
4,9,3,3,3,1,67.6455,1
1,6,3,7,2,1,58.82020000000001,0
4,10,1,1,1,3,58.8236,0
3,1,2,1,3,1,32.35379999999999,0
4,10,4,4,1,2,73.5277,1
1,4,1,2,5,4,50.0,0
4,2,3,7,5,2,67.6466,1
4,9,3,4,5,2,79.4102,1
2,2,4,4,1,4,50.000299999999996,0
1,3,3,4,3,1,44.1159,0
1,4,2,2,5,2,47.0578,0
4,7,4,5,2,2,70.58699999999999,1
4,4,3,1,2,2,47.0597,0
2,9,4,1,2,3,61.76339999999999,1
2,8,4,2,3,1,58.8213,0
1,10,4,6,3,1,73.52499999999999,1
4,8,1,7,3,4,79.411,1
3,9,2,1,5,4,70.588,1
3,3,3,3,2,1,44.1173,0
2,6,4,3,5,2,64.7042,1
3,3,1,6,1,3,50.0001,0
1,8,4,3,5,2,67.6443,1
2,1,1,4,4,2,41.176500000000004,0
2,4,3,4,4,1,52.9396,0
3,1,2,1,3,3,38.236999999999995,0
1,9,2,6,2,3,67.6442,1
1,1,2,5,3,3,44.1172,0
3,5,3,4,4,3,64.7054,1
4,2,2,2,5,4,55.884299999999996,0
2,6,4,1,1,3,49.9996,0
1,4,2,7,4,2,58.821200000000005,0
1,10,1,7,3,4,76.46770000000001,1
2,5,1,1,4,1,41.175799999999995,0
3,3,3,1,3,1,41.1766,0
3,4,1,1,3,4,47.0603,0
1,2,2,6,4,1,47.056900000000006,0
3,10,1,2,3,4,67.6466,1
1,6,1,4,2,4,52.94030000000001,0
1,8,3,5,3,1,61.7613,1
4,1,1,2,2,2,35.295899999999996,0
3,2,2,6,5,3,61.7646,1
4,6,4,3,3,3,67.647,1
2,4,1,6,5,3,61.7637,1
3,5,1,6,4,3,64.7052,1
4,4,1,4,5,2,58.8237,0
3,1,3,6,5,2,58.823100000000004,0
3,9,4,6,4,4,88.23339999999999,1
2,7,3,3,3,1,55.88030000000001,0
3,1,2,2,2,4,41.178399999999996,0
2,3,1,1,3,2,35.2945,0
3,3,2,7,3,1,55.88100000000001,0
2,8,1,6,2,3,64.70400000000001,1
4,10,4,1,1,2,64.70499999999998,1
2,4,2,5,2,4,55.882099999999994,0
3,8,1,6,5,3,76.46900000000001,1
1,7,1,6,5,1,61.761500000000005,1
2,9,3,3,2,2,61.762600000000006,1
3,8,1,4,5,1,64.704,1
4,4,3,5,1,4,61.7654,1
3,5,1,4,3,1,49.999100000000006,0
2,3,4,5,4,2,58.8222,0
2,1,4,1,2,4,41.177800000000005,0
2,2,4,3,1,1,38.2346,0
4,8,4,4,2,2,70.58699999999999,1
4,10,1,2,1,3,61.7645,1
2,8,3,5,2,2,64.7035,1
3,5,4,5,5,1,67.64519999999999,1
4,7,2,2,3,3,61.764999999999986,1
1,8,2,1,1,3,47.0577,0
4,5,1,7,3,1,61.7635,1
4,8,4,6,2,4,82.35199999999999,1
2,7,4,6,5,4,82.351,1
1,5,1,4,1,3,44.116699999999994,0
1,1,4,6,3,1,47.056900000000006,0
2,7,3,5,2,2,61.762600000000006,1
1,6,1,5,5,4,64.70450000000001,1
4,5,1,6,4,1,61.7637,1
1,8,4,3,1,4,61.763099999999994,1
4,5,1,6,1,1,52.9404,0
4,3,3,6,3,4,67.64760000000001,1
3,1,3,2,4,3,47.06,0
4,6,4,2,4,1,61.764,1
3,9,4,6,2,2,76.46799999999999,1
4,3,1,1,2,1,35.2952,0
2,8,3,4,2,4,67.64580000000001,1
1,2,4,1,2,3,38.2354,0
4,10,2,7,5,4,94.116,1
3,1,2,5,2,1,41.17629999999999,0
2,1,1,6,2,2,41.176100000000005,0
4,1,3,6,1,1,47.058800000000005,0
1,9,4,2,5,3,70.5859,1
1,6,1,6,4,2,58.82110000000001,0
3,3,4,4,1,2,49.9997,0
3,5,2,3,4,3,58.82350000000001,0
4,7,1,2,1,3,52.9418,0
1,8,4,3,3,1,58.8205,0
1,2,2,5,5,3,52.94029999999999,0
1,6,4,4,3,1,55.8796,0
2,2,2,3,5,3,50.00019999999999,0
1,8,1,2,4,3,55.8809,0
3,3,1,1,5,2,44.1184,0
3,3,2,2,5,1,47.0587,0
2,7,2,2,5,3,61.7638,1
2,8,3,2,4,4,67.64620000000001,1
1,6,4,2,2,2,49.9983,0
3,9,2,4,3,3,70.5869,1
1,10,1,2,2,4,58.82209999999999,0
3,10,4,2,3,2,70.5864,1
4,1,1,4,4,1,44.1183,0
4,2,2,5,4,1,52.941100000000006,0
2,2,4,6,3,2,55.8811,0
3,3,4,4,4,3,61.7646,1
1,9,1,6,4,1,64.7022,1
2,4,1,4,3,4,52.9413,0
2,2,4,5,5,4,64.7056,1
4,4,1,5,3,2,55.882400000000004,0
3,9,3,4,3,2,70.58630000000001,1
4,8,4,5,5,3,85.29279999999999,1
1,1,4,2,1,1,29.411099999999998,0
4,2,2,6,5,3,64.7063,1
2,8,3,1,3,2,55.881,0
4,7,2,1,3,1,52.94089999999999,0
4,1,1,4,5,4,55.88420000000001,0
4,5,3,4,5,3,70.5882,1
2,4,2,7,2,2,55.8807,0
1,3,1,4,3,3,44.11709999999999,0
2,2,2,7,4,4,61.764300000000006,1
4,3,4,5,2,1,55.88179999999999,0
2,10,2,5,1,3,67.6448,1
3,6,1,3,3,2,52.94070000000001,0
1,8,1,1,4,3,52.94,0
2,8,3,7,4,4,82.3507,1
1,4,4,7,2,4,64.7042,1
4,2,1,6,1,3,50.0009,0
1,2,1,5,1,1,32.351699999999994,0
4,4,4,5,1,3,61.764799999999994,1
4,2,4,3,4,4,61.76610000000001,1
3,4,2,5,4,2,58.82280000000001,0
3,8,1,1,3,2,52.94070000000001,0
4,6,3,6,5,4,82.35250000000002,1
